arf5	ENST00000000233
LOC100134103	ENST00000296422
Ccdc51	ENST00000296441
APEH	ENST00000296456
MFSD8	ENST00000296468
GRM2	ENST00000296479
FBXO8	ENST00000296517
kiaa1712	ENST00000296519
Hhip	ENST00000296575
OTUD4	ENST00000296579
edil3	ENST00000296591
NDUFAF2	ENST00000296597
RNF180	ENST00000296615
f2rl2	ENST00000296641
Pggt1b	ENST00000296642
tcerg1	ENST00000296702
RGNEF	ENST00000296794
Heatr7b2	ENST00000296803
LOC729686	ENST00000296930
LOC440577	ENST00000296930
C7orf60	ENST00000297145
rp9	ENST00000297157
Eif4ebp3	ENST00000297183
RSPH10B	ENST00000297186
LOC402509	ENST00000297195
SP8	ENST00000297210
FABP5L9	ENST00000297258
Chmp4c	ENST00000297265
PGAM2	ENST00000297283
DEFB1	ENST00000297439
abcb8	ENST00000297504
micall2	ENST00000297508
Phax	ENST00000297540
BAALC	ENST00000297574
dcaf13	ENST00000297579
rad54b	ENST00000297592
C9orf25	ENST00000297620
TMEM65	ENST00000297632
piwil2	ENST00000297679
aldh1a1	ENST00000297785
Kcp	ENST00000297801
ZHX1	ENST00000297857
SYTL5	ENST00000297875
ncf1	ENST00000297905
HDX	ENST00000297977
AQP3	ENST00000297991
ARMC3	ENST00000298032
CCDC67	ENST00000298050
fbxo33	ENST00000298097
Lrrc18	ENST00000298124
ZNF488	ENST00000298129
c14orf147	ENST00000298130
ZNF673	ENST00000298190
pknox2	ENST00000298282
Rpl10l	ENST00000298283
SDCCAG1	ENST00000298310
NAA30	ENST00000298406
Clec1b	ENST00000298527
C12orf59	ENST00000298530
STOX1	ENST00000298596
JAKMIP3	ENST00000298622
KIAA1462	ENST00000298635
EHMT1	ENST00000298728
BTBD7	ENST00000298896
lipC	ENST00000299022
Ndufb8	ENST00000299166
PPP1R14D	ENST00000299174
ARIH1	ENST00000299305
LOC121296	ENST00000299308
ASAM	ENST00000299322
C15orf33	ENST00000299338
ATM	ENST00000299392
APBB1	ENST00000299402
cyb5a	ENST00000299438
POTEB	ENST00000299443
OR10A5	ENST00000299454
Ppfibp2	ENST00000299492
CENPN	ENST00000299572
CLEC3A	ENST00000299642
CPLX4	ENST00000299721
CDH16	ENST00000299752
FAM18A	ENST00000299866
SCNN1G	ENST00000300061
GPR182	ENST00000300098
Ms4a5	ENST00000300190
C18orf34	ENST00000300227
C21orf63	ENST00000300255
SON	ENST00000300278
Gngt2	ENST00000300406
ACSF2	ENST00000300441
C17orf73	ENST00000300458
DYNLRB1	ENST00000300469
Fer1l4	ENST00000300494
GOLGA6L10	ENST00000300515
C16orf92	ENST00000300575
LOC645752	ENST00000300576
TRIM68	ENST00000300747
ZNF267	ENST00000300870
GNG8	ENST00000300873
Dact3	ENST00000300875
USP32	ENST00000300896
ARHGAP23	ENST00000300901
FAM38A	ENST00000301015
TRAPPC2L	ENST00000301021
LOC100128265	ENST00000301030
TMC4	ENST00000301187
Spint2	ENST00000301244
PLIN4	ENST00000301286
Recql4	ENST00000301323
tsr1	ENST00000301364
Cyb5d2	ENST00000301391
CGB5	ENST00000301408
ANGPTL4	ENST00000301455
Cd320	ENST00000301458
RCOR2	ENST00000301459
PRDX2	ENST00000301522
atp5h	ENST00000301587
evpl	ENST00000301607
tk1	ENST00000301634
LOC388387	ENST00000301683
LOC643446	ENST00000301730
RPSAP8	ENST00000301821
RPSAP58	ENST00000301821
RPSAP15	ENST00000301821
Ulk4	ENST00000301831
TADA3	ENST00000301964
SPDYE5	ENST00000301990
irx2	ENST00000302057
Dnajc18	ENST00000302060
nudt9	ENST00000302174
FOXA3	ENST00000302177
UBB	ENST00000302182
COQ5	ENST00000302223
Itgb1	ENST00000302252
LUZP1	ENST00000302291
ING2	ENST00000302327
ZNF217	ENST00000302342
Nme6	ENST00000302378
CXXC5	ENST00000302517
ABCC8	ENST00000302539
gp2	ENST00000302555
RGPD8	ENST00000302558
RGPD3	ENST00000302558
Scamp3	ENST00000302631
iars2	ENST00000302637
INSR	ENST00000302850
rps9	ENST00000302907
DLG4	ENST00000302955
OR5AR1	ENST00000302969
Six2	ENST00000303077
Lman2	ENST00000303127
C20orf196	ENST00000303142
POP7	ENST00000303151
PA2G4	ENST00000303305
MMADHC	ENST00000303319
ARNT2	ENST00000303329
SIRPG	ENST00000303415
NDUFA3	ENST00000303553
PRYP4	ENST00000303593
MRAP	ENST00000303645
CAMTA1	ENST00000303646
SLC38A11	ENST00000303735
RBMY1J	ENST00000303766
MCM7	ENST00000303887
Cops6	ENST00000303904
Hist1h2ae	ENST00000303910
Arap2	ENST00000303965
CLEC7A	ENST00000304084
lmod2	ENST00000304086
TRYX3	ENST00000304182
Fam103a1	ENST00000304191
Hist1h1e	ENST00000304218
SPACA5B	ENST00000304270
usp6	ENST00000304328
SPACA5	ENST00000304355
CLEC12B	ENST00000304361
KCTD19	ENST00000304372
GPR27	ENST00000304411
arl6ip1	ENST00000304414
IL13	ENST00000304506
Nfrkb	ENST00000304521
SH3D19	ENST00000304527
rassf5	ENST00000304534
CXCR6	ENST00000304552
COL3A1	ENST00000304636
C1galt1c1	ENST00000304661
RNASE6	ENST00000304677
RGL1	ENST00000304685
FPR1	ENST00000304748
TPST1	ENST00000304842
Ppih	ENST00000304979
sik2	ENST00000304987
Adh1c	ENST00000305046
ADH1A	ENST00000305046
tgfbi	ENST00000305126
Ugt1a9	ENST00000305139
Ugt1a1	ENST00000305139
Sirt6	ENST00000305232
bolA2	ENST00000305321
mgat2	ENST00000305386
OR7G3	ENST00000305444
C15orf27	ENST00000305457
C20orf168	ENST00000305458
Fam178b	ENST00000305461
MBD3L1	ENST00000305625
SIGLEC7	ENST00000305628
LOC728903	ENST00000305709
C6orf10	ENST00000305725
FAM22F	ENST00000305740
CCDC123	ENST00000305768
TRIM5	ENST00000305836
CENPN	ENST00000305850
OR10H3	ENST00000305892
Dynlrb2	ENST00000305904
PMS2L2	ENST00000305928
Scand1	ENST00000305978
ADRB2	ENST00000305988
Mboat2	ENST00000305997
LOC100132439	ENST00000306009
ATOH1	ENST00000306011
SOX14	ENST00000306087
Gnas	ENST00000306120
ATF5	ENST00000306139
SCGB1D1	ENST00000306238
GBX2	ENST00000306318
ZNF396	ENST00000306346
vamp5	ENST00000306384
ppiC	ENST00000306442
CEP120	ENST00000306467
PMS2L1	ENST00000306533
HAS3	ENST00000306560
ZNF692	ENST00000306601
rpl36	ENST00000306634
DAZ2	ENST00000306737
Paip1	ENST00000306846
pdf	ENST00000306875
CDY1B	ENST00000306882
Lnx1	ENST00000306888
Rbmxl2	ENST00000306904
P4HA1	ENST00000307116
HLA-DRB3	ENST00000307137
SYNPO2	ENST00000307142
e2f6	ENST00000307236
CCDC8	ENST00000307522
OR52K1	ENST00000307632
ZNF556	ENST00000307635
Nkiras2	ENST00000307641
KIAA0232	ENST00000307659
BCL2L1	ENST00000307677
SEC23A	ENST00000307712
mllt10	ENST00000307729
THOP1	ENST00000307741
Mgat1	ENST00000307826
OBFC2A	ENST00000307834
hpcal1	ENST00000307845
aifm2	ENST00000307864
Adcy6	ENST00000307885
PHC2	ENST00000307890
THAP3	ENST00000307896
ADAT1	ENST00000307921
RPGRIP1	ENST00000307974
PTDSS2	ENST00000308020
ADAMTS9	ENST00000308040
Zfc3h1	ENST00000308101
CFL1	ENST00000308162
IQCK	ENST00000308214
MS4A10	ENST00000308287
SLFN11	ENST00000308377
Mapk7	ENST00000308406
SLC17A3	ENST00000308453
LOC732419	ENST00000308647
ISX	ENST00000308700
btk	ENST00000308731
nfyc	ENST00000308733
NPFFR2	ENST00000308744
MRVI1	ENST00000308763
Kctd13	ENST00000308768
Rfwd2	ENST00000308769
ACTA1	ENST00000308794
U2AF2	ENST00000308924
Skp2	ENST00000308927
phyhd1	ENST00000308941
CCDC106	ENST00000308964
Apitd1	ENST00000309048
dus3l	ENST00000309061
flj35220	ENST00000309093
Map3k11	ENST00000309100
fam192a	ENST00000309137
MED12L	ENST00000309237
EEF1A1P9	ENST00000309268
EEF1A1P5	ENST00000309268
CXorf19	ENST00000309296
Zmiz2	ENST00000309315
LOC200030	ENST00000309471
AE01	ENST00000309471
CGGBP1	ENST00000309534
SUSD5	ENST00000309558
APTX	ENST00000309615
OR1L1	ENST00000309623
PRSS48	ENST00000309632
C1orf91	ENST00000309777
UTP23	ENST00000309822
Pcp4l1	ENST00000309878
adcy5	ENST00000309879
CD36	ENST00000309881
ATP2A3	ENST00000309890
CA5A	ENST00000309893
GPR148	ENST00000309926
DAB2IP	ENST00000309989
rbm4b	ENST00000310046
AGFG1	ENST00000310078
RBM14	ENST00000310092
PSMD2	ENST00000310118
C21orf58	ENST00000310126
ZCCHC12	ENST00000310164
CHRNA9	ENST00000310169
CTDSP2	ENST00000310189
ARPC4	ENST00000310252
DPP10	ENST00000310323
NBEA	ENST00000310336
tbx5	ENST00000310346
ANKHD1	ENST00000310356
arl10	ENST00000310389
naa20	ENST00000310450
Gpd2	ENST00000310454
slc39a1	ENST00000310483
Sult1b1	ENST00000310613
MRPL48	ENST00000310614
NEFH	ENST00000310624
CYP4A11	ENST00000310638
Spesp1	ENST00000310673
NBPF9	ENST00000310701
NBPF14	ENST00000310701
NBPF11	ENST00000310701
TTC18	ENST00000310715
ZNF230	ENST00000310738
UGT8	ENST00000310836
IQCB1	ENST00000310864
IQCF1	ENST00000310914
NCALD	ENST00000311028
NAV2	ENST00000311043
GPR151	ENST00000311104
Slc19a1	ENST00000311124
TNS3	ENST00000311160
VN1R6P	ENST00000311170
TEAD2	ENST00000311227
MAP9	ENST00000311277
KIAA1033	ENST00000311317
HPSE	ENST00000311412
cnih2	ENST00000311445
COQ2	ENST00000311469
LOC100130009	ENST00000311487
IMPA1	ENST00000311489
PLAC8	ENST00000311507
ATG4B	ENST00000311517
Gpr113	ENST00000311519
RPL21P80	ENST00000311549
RPL21P45	ENST00000311549
RPL21P134	ENST00000311549
Uqcrh	ENST00000311672
PRSS1	ENST00000311757
OXSR1	ENST00000311806
MMP14	ENST00000311852
SLC22A13	ENST00000311856
zc3hc1	ENST00000311873
mrpl52	ENST00000311892
F2	ENST00000311907
Nipal4	ENST00000311946
Il5ra	ENST00000311981
KIAA0652	ENST00000312040
Whsc1	ENST00000312087
cmklr1	ENST00000312143
OR9G9	ENST00000312153
MSL3	ENST00000312196
MCTP1	ENST00000312202
AMZ1	ENST00000312371
Tbc1d10c	ENST00000312390
LAS1L	ENST00000312391
sart1	ENST00000312397
Mst4	ENST00000312420
C5orf36	ENST00000312498
Podn	ENST00000312553
VN2R1P	ENST00000312652
YPEL2	ENST00000312655
ENSAP3	ENST00000312710
HS3ST5	ENST00000312719
Pip5k1b	ENST00000312722
GUK1	ENST00000312726
AURKAPS1	ENST00000312783
dctD	ENST00000312820
MLF1	ENST00000312827
rnf166	ENST00000312838
DOK3	ENST00000312943
TUBA3E	ENST00000312988
BACE1	ENST00000313005
OR8H1	ENST00000313022
PTH1R	ENST00000313063
CYFIP1	ENST00000313077
rhbdf2	ENST00000313080
NDFIP1	ENST00000313129
DVL3	ENST00000313143
mak	ENST00000313243
LOC100131401	ENST00000313334
NEUROG2	ENST00000313341
LOC652164	ENST00000313382
naa50	ENST00000313396
LOC652164	ENST00000313431
ATP2A2	ENST00000313432
C8orf82	ENST00000313465
LOC729143	ENST00000313485
pitpna	ENST00000313486
Tufm	ENST00000313511
CXorf59	ENST00000313548
NFKBIB	ENST00000313582
Snx13	ENST00000313588
Cd163l1	ENST00000313599
TBC1D26	ENST00000313674
RPL13AP3	ENST00000313768
RCAN1	ENST00000313806
lrrc48	ENST00000313838
Gnas	ENST00000313949
PIGX	ENST00000314118
STAT2	ENST00000314128
RPL27A	ENST00000314138
GPHB5	ENST00000314140
CCT6B	ENST00000314144
ASAH1	ENST00000314146
LOC728410	ENST00000314150
LOC441056	ENST00000314150
TENC1	ENST00000314250
OR4C6	ENST00000314259
LOC644006	ENST00000314289
CYTSA	ENST00000314328
ppp2r2d	ENST00000314348
MTMR10	ENST00000314404
LOC100130872	ENST00000314552
EXOC3L	ENST00000314553
Bves	ENST00000314641
PFAS	ENST00000314666
Ubxn11	ENST00000314675
Fhad1	ENST00000314740
LINS1	ENST00000314742
CopG	ENST00000314797
PMS2L2	ENST00000314850
TLN1	ENST00000314888
OR10K2	ENST00000314902
Penk	ENST00000314922
LOC439951	ENST00000314963
GPR88	ENST00000315033
CNTD1	ENST00000315066
STX19	ENST00000315099
RNASEH1	ENST00000315212
KIF26A	ENST00000315264
FZD2	ENST00000315323
DAZ4	ENST00000315357
TNIP2	ENST00000315423
LOC653550	ENST00000315486
NCAPD2	ENST00000315579
MED29	ENST00000315588
OR4L1	ENST00000315683
COL4A3	ENST00000315699
RPL5P34	ENST00000315741
ITGA11	ENST00000315757
SNAP47	ENST00000315781
Kcnd3	ENST00000315987
pkn2	ENST00000316005
ZNF518A	ENST00000316045
Rptn	ENST00000316073
Nkiras2	ENST00000316082
rps4x	ENST00000316084
C7orf63	ENST00000316089
GCNT2	ENST00000316170
Apbb2	ENST00000316212
ADAMTSL1	ENST00000316239
SYTL2	ENST00000316356
SEMA6D	ENST00000316364
C10orf108	ENST00000316379
PRAMEF20	ENST00000316412
INADL	ENST00000316485
OR56B4	ENST00000316529
KIAA0748	ENST00000316577
GSK3B	ENST00000316626
Mtx1	ENST00000316721
C7orf28A	ENST00000316731
c14orf143	ENST00000316738
Apba3	ENST00000316757
Oxtr	ENST00000316793
RAD23A	ENST00000316856
Ppp1r9b	ENST00000316878
sdk2	ENST00000316893
ZNF569	ENST00000316950
OR52E4	ENST00000316987
kiaa0895	ENST00000317020
fam125a	ENST00000317040
DAND5	ENST00000317060
Chtf18	ENST00000317063
OR52N5	ENST00000317093
tfdp2	ENST00000317104
Arhgef7	ENST00000317133
EEF1D	ENST00000317198
Sobp	ENST00000317357
AP1B1	ENST00000317368
C3orf32	ENST00000317371
C17orf95	ENST00000317409
Mamdc4	ENST00000317446
NTRK3	ENST00000317501
pgam5	ENST00000317555
TTC39C	ENST00000317571
SERF1A	ENST00000317633
ZNF154	ENST00000317656
LOC727909	ENST00000317692
SLC35C2	ENST00000317734
AMOTL1	ENST00000317837
OR14C36	ENST00000317861
HNRNPCL1	ENST00000317869
Spag11a	ENST00000317900
KCTD1	ENST00000317932
MYO3B	ENST00000317935
Crat	ENST00000318080
TNFRSF6B	ENST00000318100
ARHGAP24	ENST00000318116
DEFB4A	ENST00000318157
MYO1D	ENST00000318217
Aloxe3	ENST00000318227
LOC653720	ENST00000318268
PPFIBP1	ENST00000318304
TMC8	ENST00000318430
Sycn	ENST00000318438
SLCO3A1	ENST00000318445
C8orf47	ENST00000318528
NACAP1	ENST00000318548
C15orf54	ENST00000318578
slc38a9	ENST00000318672
SLC23A3	ENST00000318673
C15orf53	ENST00000318792
LTBP4	ENST00000318809
c3orf38	ENST00000318887
c1orf131	ENST00000318906
cyc1	ENST00000318911
RALGPS1	ENST00000319107
TTC7A	ENST00000319190
znrf2	ENST00000319243
Ubash3a	ENST00000319294
MTMR6	ENST00000319298
SERINC4	ENST00000319327
LRRN1	ENST00000319331
chst13	ENST00000319340
PRSS42	ENST00000319346
PCK1	ENST00000319441
Otos	ENST00000319460
MCFD2	ENST00000319466
Kremen2	ENST00000319500
TMEM31	ENST00000319560
DCAF4L2	ENST00000319675
KIDINS220	ENST00000319688
CNBD1	ENST00000319712
B4GALT3	ENST00000319769
RPL21P80	ENST00000319826
RPL21P45	ENST00000319826
RPL21P14	ENST00000319826
RPL21P134	ENST00000319826
RPL21P128	ENST00000319826
METTL4	ENST00000319888
Robo4	ENST00000319925
c8orf40	ENST00000319946
ARL4D	ENST00000320033
GIT2	ENST00000320063
metrnl	ENST00000320095
BGLAP	ENST00000320139
Sgip1	ENST00000320161
Fam46a	ENST00000320172
RnpS1	ENST00000320225
LOC554207	ENST00000320322
scrib	ENST00000320476
LOC727896	ENST00000320585
ITFG1	ENST00000320640
dus3l	ENST00000320699
ADIPOQ	ENST00000320741
C20orf4	ENST00000320849
OR4F21	ENST00000320901
NOTCH2NL	ENST00000320929
pcsk7	ENST00000320934
IGSF9B	ENST00000321016
Enpp4	ENST00000321037
Rplp2	ENST00000321153
C14orf159	ENST00000321157
TGIF2LY	ENST00000321217
tuba3c	ENST00000321253
HIST2H3D	ENST00000321285
HIST1H3B	ENST00000321285
FOLR2	ENST00000321324
SLFN11	ENST00000321335
KIAA0430	ENST00000321370
TIGD5	ENST00000321385
TCP1P3	ENST00000321394
SIGLEC8	ENST00000321424
FBXO3	ENST00000321458
ppip5k2	ENST00000321521
ZNF543	ENST00000321545
pld6	ENST00000321560
Ttll11	ENST00000321582
IP6K1	ENST00000321599
AURKAIP1	ENST00000321751
Akd1	ENST00000321784
LOC650293	ENST00000321828
BHLHE22	ENST00000321870
EFCAB4A	ENST00000321883
set	ENST00000322030
TPRX1	ENST00000322175
DNPEP	ENST00000322176
LOC100131565	ENST00000322227
eif4e	ENST00000322227
Mapk15	ENST00000322233
SSNA1	ENST00000322310
WDR33	ENST00000322313
PNKP	ENST00000322344
CACNA1C	ENST00000322367
TRIM75	ENST00000322402
KCTD2	ENST00000322444
ADAM33	ENST00000322570
CAMK2G	ENST00000322680
ncl	ENST00000322723
ZNF660	ENST00000322734
abhd11	ENST00000322862
KCNH5	ENST00000322893
AMBN	ENST00000322937
SH3BP4	ENST00000322950
BANK1	ENST00000322953
FOXJ1	ENST00000322957
ZNF230	ENST00000322979
RPS15A	ENST00000322989
NAP1L5	ENST00000323061
SLC35A4	ENST00000323146
Tyms	ENST00000323224
Cpsf3l	ENST00000323275
GH1	ENST00000323322
Rpl7a	ENST00000323345
LOC653720	ENST00000323400
CASP8	ENST00000323492
CREBBP	ENST00000323508
BRD9	ENST00000323547
CHID1	ENST00000323578
KIAA1875	ENST00000323662
metap2	ENST00000323666
ZNF645	ENST00000323684
RBM15B	ENST00000323686
SNRNP200	ENST00000323853
C10orf71	ENST00000323868
TAF1D	ENST00000323981
Prx	ENST00000324001
LARP7	ENST00000324052
C4orf50	ENST00000324058
CAPN6	ENST00000324068
RUNDC2C	ENST00000324089
B3GNT4	ENST00000324189
FARS2	ENST00000324331
TCP11L1	ENST00000324357
FBXL16	ENST00000324361
ppie	ENST00000324379
RCHY1	ENST00000324439
LY6G5C	ENST00000324540
ECE2	ENST00000324557
LOC441420	ENST00000324581
LOC388514	ENST00000324632
SLC6A18	ENST00000324642
PPM1N	ENST00000324688
RNF135	ENST00000324689
ASCC3	ENST00000324723
ube2v2	ENST00000324746
scaper	ENST00000324767
ralgps2	ENST00000324778
CCDC57	ENST00000324808
C1orf103	ENST00000324843
EPM2A	ENST00000324857
Dync1i1	ENST00000324972
RPL10P16	ENST00000325000
Cacna1a	ENST00000325084
TTC29	ENST00000325106
Tsc22d1	ENST00000325129
ENTHD1	ENST00000325157
CHMP6	ENST00000325167
CUL1	ENST00000325222
LOC729952	ENST00000325307
IPO11	ENST00000325324
Lmnb2	ENST00000325327
C5orf22	ENST00000325366
DIS3L2	ENST00000325385
HSP90AA6P	ENST00000325407
slc47a2	ENST00000325411
GSG2	ENST00000325418
RAD1	ENST00000325577
ampH	ENST00000325590
Spink6	ENST00000325630
OR52K2	ENST00000325719
KIAA0319L	ENST00000325722
BSDC1	ENST00000325745
TUBD1	ENST00000325752
NAA16	ENST00000325763
PLAGL1	ENST00000325773
RPRM	ENST00000325926
FRAS1	ENST00000325942
TOR1AIP1	ENST00000325993
SLC4A1AP	ENST00000326019
RPL21P97	ENST00000326092
RPL21P134	ENST00000326092
Gtpbp6	ENST00000326153
TAC4	ENST00000326219
LCE1D	ENST00000326233
LOC442075	ENST00000326237
Snx18	ENST00000326277
or51e1	ENST00000326310
CRELD1	ENST00000326434
ZBTB33	ENST00000326624
CPEB4	ENST00000326629
FPGT	ENST00000326637
TMEM150B	ENST00000326652
Ablim3	ENST00000326685
GSTM4	ENST00000326729
TRIML2	ENST00000326754
YME1L1	ENST00000326799
APLNR	ENST00000326830
GSX2	ENST00000326902
SSBP3	ENST00000326956
TPRXL	ENST00000326972
SAPS1	ENST00000327021
carm1	ENST00000327064
PRM3	ENST00000327157
OR10AC1P	ENST00000327198
AK3L2	ENST00000327299
C1orf180	ENST00000327308
Fam186a	ENST00000327337
FAM38A	ENST00000327397
TBC1D3	ENST00000327454
OR7A17	ENST00000327462
PSG3	ENST00000327495
TNRC18B	ENST00000327499
LRRC37B	ENST00000327564
LOC646030	ENST00000327564
pcm1	ENST00000327578
nt5dc4	ENST00000327581
FLJ22184	ENST00000327607
Eya2	ENST00000327619
fut10	ENST00000327671
LOC120824	ENST00000327733
C10orf129	ENST00000327739
PLB1	ENST00000327757
PRAMEF21	ENST00000327795
Smyd3	ENST00000327801
Hexdc	ENST00000327949
ZNF71	ENST00000328070
NPIP	ENST00000328085
LGALS9C	ENST00000328114
KRT36	ENST00000328119
TPM3	ENST00000328159
tas1r1	ENST00000328191
DENND5A	ENST00000328194
CEP120	ENST00000328236
ADAM3A	ENST00000328274
OR2V2	ENST00000328275
pou3f2	ENST00000328345
Ppp1r2	ENST00000328432
RNASE10	ENST00000328444
HIST1H3H	ENST00000328488
gins3	ENST00000328514
PI4KAP2	ENST00000328539
DNAH14	ENST00000328556
OR2T29	ENST00000328570
TAF9	ENST00000328663
c2orf64	ENST00000328709
PPP2R5C	ENST00000328724
ZNF92	ENST00000328747
OR4N4	ENST00000328795
CLDN6	ENST00000328796
wbp2nl	ENST00000328823
pawr	ENST00000328827
CLRN1	ENST00000328863
RAX2	ENST00000328906
xirp2	ENST00000328983
RPL3	ENST00000328995
C21orf128	ENST00000329015
TCEAL2	ENST00000329035
spns2	ENST00000329078
BCAN	ENST00000329117
PLEKHH1	ENST00000329153
Kcnb2	ENST00000329185
IMP5	ENST00000329196
FAM181B	ENST00000329203
ARL17A	ENST00000329240
top1mt	ENST00000329245
alx4	ENST00000329255
ZNF599	ENST00000329285
Pgbd2	ENST00000329291
c21orf57	ENST00000329319
GAST	ENST00000329402
YIF1B	ENST00000329420
Lrrc16a	ENST00000329474
NPY2R	ENST00000329476
Adat3	ENST00000329478
RGPD8	ENST00000329516
SNN	ENST00000329565
Serpina5	ENST00000329597
c2orf70	ENST00000329615
PIGP	ENST00000329667
micA	ENST00000329683
MFSD10	ENST00000329687
C6orf58	ENST00000329722
WWOX	ENST00000329729
CECR4	ENST00000329743
LOC283116	ENST00000329758
LOC100134006	ENST00000329758
smtn	ENST00000329852
DTWD1	ENST00000329873
C14orf80	ENST00000329886
LOC728533	ENST00000329908
PMS2L5	ENST00000329909
PMS2L2	ENST00000329909
b4galnt4	ENST00000329962
c6orf134	ENST00000329992
SLC6A10P	ENST00000330048
LOC653562	ENST00000330048
LOC646743	ENST00000330061
orai1	ENST00000330079
c6orf134	ENST00000330083
LOC729724	ENST00000330110
LOC729711	ENST00000330110
LOC402207	ENST00000330110
LOC391766	ENST00000330110
LOC391764	ENST00000330110
ZNF616	ENST00000330123
TBC1D10A	ENST00000330168
st3gal3	ENST00000330208
ZDHHC23	ENST00000330212
dhrs7c	ENST00000330255
Fam123b	ENST00000330258
DYSFIP1	ENST00000330261
SLC12A1	ENST00000330289
C1orf110	ENST00000330296
MINA	ENST00000330299
wdr4	ENST00000330317
RGPD5	ENST00000330331
CREB3L2	ENST00000330387
TBC1D3	ENST00000330458
WFDC10B	ENST00000330523
HBG1	ENST00000330597
ZNF470	ENST00000330619
Tspy1	ENST00000330628
Mapk11	ENST00000330651
nr2c1	ENST00000330677
LOC100128265	ENST00000330736
SLC37A4	ENST00000330775
Cd300c	ENST00000330793
Krtap20-2	ENST00000330798
eys	ENST00000330816
C12orf60	ENST00000330828
nr4a3	ENST00000330847
Tmem89	ENST00000330862
adssl1	ENST00000330877
Dnaja1	ENST00000330899
XAGE2B	ENST00000330906
XAGE2	ENST00000330906
TUBBP1	ENST00000330914
Notum	ENST00000330917
Pttg1ip	ENST00000330938
Rps27l	ENST00000330964
MYOM3	ENST00000330966
bolA2	ENST00000330978
ttll1	ENST00000331018
PRMT3	ENST00000331079
CYP2F1	ENST00000331105
Pdgfb	ENST00000331163
DLK1	ENST00000331224
NPBWR1	ENST00000331251
AQP7P2	ENST00000331259
FBXW4	ENST00000331272
purA	ENST00000331327
POFUT2	ENST00000331343
Otop2	ENST00000331427
CLCNKA	ENST00000331433
OR1D2	ENST00000331459
CD8B	ENST00000331469
BEST3	ENST00000331471
HIST2H3D	ENST00000331491
HIST2H3A	ENST00000331491
HIST1H3D	ENST00000331491
HIST1H3C	ENST00000331491
Hist1h2ad	ENST00000331491
Rimbp3	ENST00000331505
EEF1A1P5	ENST00000331523
CROT	ENST00000331536
PKP3	ENST00000331563
Ovch2	ENST00000331572
CLCNKB	ENST00000331579
OR5AQ1P	ENST00000331596
TMEM106A	ENST00000331615
PP13439	ENST00000331659
ACSM5	ENST00000331849
LOC100130494	ENST00000331856
Cnot10	ENST00000331889
mxra7	ENST00000331934
NCRNA00152	ENST00000331944
Il28a	ENST00000331982
EWSR1	ENST00000332050
SRPR	ENST00000332118
Kif21b	ENST00000332129
SETD4	ENST00000332131
FAM104B	ENST00000332132
Odf3l1	ENST00000332145
PTPRM	ENST00000332175
PRAMEF20	ENST00000332192
vdac2	ENST00000332211
ybx1	ENST00000332220
KLHDC3	ENST00000332245
PRAMEF1	ENST00000332296
MAGEA2B	ENST00000332329
LIMS1	ENST00000332345
RPL23AP57	ENST00000332361
LRRC55	ENST00000332362
mRpL12	ENST00000332396
Tceal7	ENST00000332431
March11	ENST00000332432
AADACL3	ENST00000332530
ANXA2P3	ENST00000332680
TRIM49	ENST00000332682
TRIM48	ENST00000332682
LOC100134006	ENST00000332682
HGSNAT	ENST00000332689
Slc25a45	ENST00000332723
C5orf25	ENST00000332772
serpinb4	ENST00000332821
SLC8A1	ENST00000332839
SYN3	ENST00000332840
Dazap2	ENST00000332845
SUMO3	ENST00000332859
Sumo2	ENST00000332859
Gemin8	ENST00000332885
BRF1	ENST00000332890
CRADD	ENST00000332896
Tmem210	ENST00000332902
SATL1	ENST00000332921
Rfx6	ENST00000332958
nptxr	ENST00000333039
Tprn	ENST00000333046
OLIG1	ENST00000333063
FAM108A6	ENST00000333131
c19orf6	ENST00000333175
LOC146429	ENST00000333222
Tssc4	ENST00000333256
ZNF137	ENST00000333303
tmed7	ENST00000333314
C15orf32	ENST00000333334
POLR2F	ENST00000333418
CLN3	ENST00000333496
bsg	ENST00000333511
WDR27	ENST00000333572
PTGR1	ENST00000333580
muc2	ENST00000333592
C19orf59	ENST00000333598
LIMK2	ENST00000333611
TRDN	ENST00000333613
Tubb2a	ENST00000333628
OR4N5	ENST00000333629
LOC100132832	ENST00000333674
FAM190A	ENST00000333691
H1fx	ENST00000333762
KRTAP4-11	ENST00000333822
LENG9	ENST00000333834
CCDC87	ENST00000333861
C17orf74	ENST00000333870
SPTBN1	ENST00000333896
UNC80	ENST00000333907
CISD1	ENST00000333926
znf568	ENST00000333987
